"genus","species","newcarabids_author_carabids_source","newcarabids_comment_carabids_source","newcarabids_referencebodysize_carabids_source","newcarabids_referenceclassification_carabids_source","newcarabids_referencedistribution_carabids_source","newcarabids_referenceeyesize_carabids_source","newcarabids_referencehabitatpreference_carabids_source","newcarabids_referencehwd_carabids_source","newcarabids_referencetrophiclevel_carabids_source","newmartin2019_authority_martin2019_source","newtamburini_source.of.pest.trait.information_tamburini_source","newglobalants_contributor_globalants_source","newarthropodtraits_author_arthropodtraits_source","newcarabids_referencehibernation_carabids_source","newcarabids_referencehuntingabilities_carabids_source","newsesync_citation_sesync_source","newemerystickytrap_literature_emerysticky_source","newemerystickytrap_litforsize_emerysticky_source","newcarabids_referenceactivitytime_carabids_source","newcarabids_referencereproduction_carabids_source","newemerypitfalltrap_literature_emerypit_source"
"rhopalosiphum","padi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758","www.cabi.org www.hafakulta.agri.huji.ac.il",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rhyzobius","litura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1787",NA,NA,"Fabricius 1787",NA,NA,NA,NA,NA,NA,NA,NA
"rhyzobius","lophanthae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brano2017",NA,NA,NA,NA
"robertus","arundineti",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1871",NA,NA,"O. P.-Cambridge 1871",NA,NA,NA,NA,NA,NA,NA,NA
"robertus","kuehnae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uhlenhaut 1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"robertus","lividus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1836",NA,NA,"Blackwall 1836",NA,NA,NA,NA,NA,NA,NA,NA
"robertus","neglectus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1871",NA,NA,"O. P.-Cambridge 1871",NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","antcnp_sp2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","antcnp_sp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","creightoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","foreli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","stigmatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ropalopus","femoratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ropalopus","macropus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rosalia","alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rutpela","maculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saldula","opacula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zetterstedt 1838",NA,NA,NA,NA,NA,NA,NA,NA
"saldula","orthochila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fieber 1859",NA,NA,NA,NA,NA,NA,NA,NA
"saldula","pallipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1794",NA,NA,NA,NA,NA,NA,NA,NA
"saldula","saltatoria",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA
"saperda","carcharias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saperda","perforata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saperda","populnea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saperda","scalaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"saperda","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapyga","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapyga","clavicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapyga","quinquepunctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"scopaeus","laevigatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyllenhal 1827",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","auritus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunberg 1795",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","citreus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.coccinellidae.cl/paginasWebArg/Paginas/Scymnus_citreus_Arg.php",NA,NA,NA,NA
"scymnus","femoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyllenhal 1827",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","ferrugatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moll 1785",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","frontalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1787",NA,NA,"Fabricius 1787",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","haemorrhoidalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1797",NA,NA,"Herbst 1797",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","loewii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013",NA,NA,NA,NA
"scymnus","mimulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fursch 1967",NA,NA,"CapraF¸rsch 1967",NA,NA,NA,NA,NA,NA,NA,NA
"scymnus","pictilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013",NA,NA,NA,NA
"scymnus","rubicundus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serra2013",NA,NA,NA,NA
"scymnus","sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Un",NA,NA,NA,NA
"scymnus","sp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Un",NA,NA,NA,NA
"scymnus","suturalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunberg 1795",NA,NA,"Thunberg 1795",NA,NA,NA,NA,NA,NA,NA,NA
"semanotus","undatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sericomyrmex","amabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sericomyrmex","scrobifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"silometopus","elegans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cambridge 1873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"silometopus","reussi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thorell 1871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sintula","corniger",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Blackwall 1856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sitobion","avenae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1775","Hand 1989 Llewellyn et al. 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","JTsp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","abdita/carolinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","antcnp_sp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","antcnp_sp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","globularia littoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","invicta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","lash4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","lash6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","molesta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sanders Nate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","nickersoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","papuana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","picea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp. 07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise; Grossman Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp._1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp._2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp._9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","substituta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","subterranea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","tennesseensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","terricola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","tridens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","yellow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Serville 1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","batava",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goeldlin 1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","interrupta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","rueppellii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wiedemann 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","scripta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","taeniata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meigen 1822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Goeldlin 1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphecidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spondylis","buprestoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"staphylinidae","",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latreille 1802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"steatoda","albomaculata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Geer 1778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stemonyphantes","lineatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Linnaeus 1758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenocorus","meridianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenolophus","mixtus","Herbst",NA,"Freude et al. 2006: 400","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006: 400","GAC Ed. 2009","Lindroth 1985/86: 384",NA,"Herbst 1784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenolophus","skrimshiranus","Stephens","Schuler 1970: 112","Freude et al. 2006: 399","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006","GAC Ed. 2009","Lindroth 1985/86: 384",NA,"Stephens 1828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenolophus","teutonus","Schrank",NA,"Freude et al. 2006: 399","Löbl & Smetana 2003","Löbl & Smetana 2003","Freude et al. 2006","GAC Ed. 2009","Lindroth 1985/86: 382",NA,"Schrank 1781",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenostola","dubia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenotus","binotatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fabricius 1794",NA,NA,"Fabricius 1794",NA,NA,NA,NA,NA,NA,NA,NA
"stenotus","rubrovittatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yoshioka et al. 2011 Hori & Namatame 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenurella","melanura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenurella","nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","brunnipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1833",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","canaliculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gyllenhal 1827",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","cicindeloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Schaller 1783",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","circularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","clavicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,"Scopoli 1763",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","flavipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1833",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","fulvicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1833",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","geniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1806",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","impressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germar 1824",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","pallipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gravenhorst 1802",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stephens 1833",NA,NA,NA,NA,NA,NA,NA,NA
"stenus","similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herbst 1784",NA,NA,"Herbst 1784",NA,NA,NA,NA,NA,NA,NA,NA
"stethorus","sp8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.coccinellidae.cl/paginasWebArg/Paginas/Stethorus_sp_08_Arg.php",NA,NA,NA,NA
"stictoleptura","maculicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stictoleptura","rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stictoleptura","scutellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stigmus","pendulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panzer 1804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stigmus","solskyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morawitz 1864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stomis","pumicatus","Panzer",NA,"Lindroth 1985/86: 233","Löbl & Smetana 2003","Löbl & Smetana 2003","Lindroth 1985/86: 233","GAC Ed. 2009","Turin 2000: 308","Lindroth 1985/86: 233","Panzer 1795",NA,NA,NA,NA,NA,NA,NA,NA,"Lindroth 1985/86: 233",NA,NA
"strangalia","attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bishop Tom Rhys",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","brevicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","cf. racabura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","cordovensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","eggersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","emmae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gibb Heloise",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","godeffroyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayle Tom",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","horvathi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plowman Nichola",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","inusitata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","louisianae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","marginiventris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","mek1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","mek2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donoso David",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","saliens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","schmalzi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baccaro Fabricio",NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp. 09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Heraldo L. Vasconcelos & Renata Pacheco",NA,NA,NA,NA,NA,NA,NA,NA,NA
