"","carabidid_carabids_other","subfamily_carabids_other","tribe_carabids_other","subtribe_carabids_other","genus","subgenus_carabids_other","species","author_carabids_source","yearofdesc_carabids_other","region_carabids_other","range_carabids_other","countries_carabids_other","hindwingdevelopment_carabids_other","maxsize_carabids_body","minsize_carabids_body","eyesize_carabids_other","trophiclevel_carabids_feeding","visualhunter_carabids_feeding","snailhunter_carabids_feeding","collembolehunter_carabids_feeding","isopodhunter_carabids_feeding","habitatpreference_carabids_habitat","hibernation_carabids_other","activitystart_carabids_other","activityend_carabids_other","reprospring_carabids_other","reprosummer_carabids_other","reproautumn_carabids_other","reprowinter_carabids_other","comment_carabids_source","isactive_carabids_other","distributionarea_carabids_other","distributioncenterlatitude_carabids_other","distributioncenterlongitude_carabids_other","referenceid_carabids_other","carabididref_carabids_other","referenceclassification_carabids_source","referencedistribution_carabids_source","referencebodysize_carabids_source","referencehwd_carabids_source","referenceeyesize_carabids_source","referencetrophiclevel_carabids_source","referencehuntingabilities_carabids_source","referencehabitatpreference_carabids_source","referencehibernation_carabids_source","referenceactivitytime_carabids_source","referencereproduction_carabids_source","x"
"442",7042,"Harpalinae","Lebiini","","philorhizus","","notatus","Stephens",1827,"Central Europe","widespread","AB,AU,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LS,MD,NL,NR,PL,RO,SK,SP,ST,SV,UK,YU,KI,KZ,LE,TR,UZ","dimorphic",3,2,"25 - 50 %","","","","","","2,6,7,9","Imago","","","","","",NA,"",1,350,51,9,7042,7042,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 465","Lindroth (1985/86): 334","Freude et al. (2006): 465","","","GAC, Ed. (2009)","Lindroth (1985/86): 343","","",NA
"443",7046,"Harpalinae","Lebiini","Dromiina","philorhizus","","quadrisignatus","Dejean",1825,"Central Europe","widespread","AU,BE,BH,BU,CZ,DE,FR,GB,GE,GR,HU,IT,NL,PL,RO,SK,SP,SV,SZ,AG,IS","winged",4,3,"25 - 50 %","","","","","","6","Imago","","","","","",NA,"Lindroth (1945): 425, Roubal (1928): 158",1,350,51,9,7046,7046,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 464","Lindroth (1985/86): 433","Freude et al. (2006): 464","","","GAC, Ed. (2009)","Lindroth (1985/86): 433","","",NA
"444",7047,"Harpalinae","Lebiini","Dromiina","philorhizus","","sigma","Rossi",1790,"Central Europe","widespread","AL,AU,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,GG,HU,LA,MD,NL,NR,NT,PL,SK,ST,SV,UK,YU,ES,FE,IS","dimorphic",4,2,"25 - 50 %","","","","","","4,5,9","Imago","","","checked","","",NA,"",1,350,51,9,7047,7047,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 465","Lindroth (1985/86): 433","Lindroth (1985/86): 433","","","GAC, Ed. (2009)","Lindroth (1985/86): 433","","",NA
"445",7177,"Harpalinae","Platynini","","platynus","Platynus","assimilis","Paykull",1790,"Central Europe","widespread","AU,BE,BH,BU,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LS,LT,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,KZ,JA,TR,WS","winged",13,10,"25 - 50 %","Predator","","","","","1,4,5,6","","","","","","",NA,"Jeanne (1996): 410",1,350,51,9,7177,7177,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 877","Barndt et al. (1991): 255","Freude et al. (2006)","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"446",7229,"Harpalinae","Platynini","","platynus","Platynus","krynickii","Sperk",1835,"Central Europe","widespread","AU,BH,BU,CR,CT,CZ,DE,EN,FR,GE,HU,IT,LA,LT,MD,NL,NT,PL,SK,ST,SV,UK,KZ,WS","winged",15,10,"25 - 50 %","Predator","","","","","5","","","","checked","","",NA,"",1,350,51,9,7229,7229,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 877","Lindroth (1985/86): 282","Lindroth (1985/86): 282","Lindroth (1985/86): 282","","GAC, Ed. (2009)","","","",NA
"447",7234,"Harpalinae","Platynini","","platynus","Batenus","livens","Gyllenhal",1810,"Central Europe","widespread","AU,BE,BH,BU,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IT,LA,LT,MD,NL,NT,PL,SK,SL,ST,SV,SZ,UK,YU","winged",11,7,"25 - 50 %","Predator","","","","","4,5","Imago","","","","","",NA,"Freude et al. (2006): 282",1,350,51,9,7234,7234,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 877","Lindroth (1985/86): 280","Jeannel (1942a): 877","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"448",7236,"Harpalinae","Platynini","","platynus","Platynus","longiventris","Mannerheim",1825,"Central Europe","widespread","AU,CT,CZ,EN,FR,GE,HU,IT,LA,LT,MD,NT,SK,ST,SV,SZ,UK,KZ,WS","winged",14,12,"25 - 50 %","Predator","","","","","4,5","","","","","","",NA,"",1,350,51,9,7236,7236,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 282","Lindroth (1985/86): 282","Lindroth (1985/86): 282","Lindroth (1985/86): 282","","GAC, Ed. (2009)","","","",NA
"449",7272,"Harpalinae","Platynini","","platynus","Batenus","scrobiculatus","Fabricius",1801,"Central Europe","widespread","AU,BH,BU,CR,GE,HU,IT,PL,SL,YU,TR","shortwinged",11,9,"25 - 50 %","Predator","","","","","3,5,6","Imago","","","","","",NA,"",1,350,51,9,7272,7272,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 281","Freude et al. (2006): 281","Freude et al. (2006): 281","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"450",7344,"Harpalinae","Pterostichini","","poecilus","Poecilus","cupreus","Linn",1758,"Central Europe","widespread","WS,UZ,TR,TM,TD,SY,KZ,KI,ES,YU,UK,TR,SZ,SV,ST,SP,SK,RO,PL,NT,NR,NL,MD,LT,LS,LA,KZ,IT,IR,HU,GR,GG,GE,GB,FR,FI,EN,DE,CZ,CT,BY,BU,BH,BE,AU,AR,AL,AB","winged",13,9,"25 - 50 %","Omnivore","","","","","1,3,4,7,9","Imago","May","September","selected","","selected",NA,"",1,350,51,9,7344,7344,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 219","Lindroth (1985/86): 242","Lindroth (1985/86): 242","Lindroth (1985/86): 242","Lindroth (1985/86): 242","GAC, Ed. (2009)","Lindroth (1985/86): 242","Lindroth (1985/86): 242","",NA
"451",7381,"Harpalinae","Pterostichini","","poecilus","Poecilus","kugelanni","Panzer",1797,"Central Europe","widespread","AU,BE,CZ,DE,EN,FR,GB,GE,IT,NL,PL,PT,SK,SP,SZ,UK","winged",14,10,"25 - 50 %","Predator","checked","","","","7,9","Imago","","","","","",NA,"",1,350,51,9,7381,7381,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 221","Lindroth (1985/86)","Lindroth (1985/86)","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"452",7385,"Harpalinae","Pterostichini","","poecilus","Poecilus","lepidus","Leske",1785,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,IR,LA,LT,MD,NL,NR,NT,PL,RO,SK,SV,SZ,UK,YU,WS,IT,RO","dimorphic",14,10,"25 - 50 %","Predator","","","","","1,2,7,9","Larva","May","August","","","checked",NA,"",1,350,51,9,7385,7385,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 221","Freude et al. (2006): 221","Lindroth (1985/86): 241","Lindroth (1985/86): 241","Lindroth (1985/86): 241","GAC, Ed. (2009)","Lindroth (1985/86): 241","Lindroth (1985/86): 241","",NA
"453",7412,"Harpalinae","Pterostichini","","poecilus","Poecilus","punctulatus","Schaller",1783,"Central Europe","widespread","AU,BE,BU,BY,CT,CZ,DE,EN,FR,GE,HU,IT,KZ,LA,LT,MD,NL","winged",14,11,"25 - 50 %","Predator","checked","","","","7,9","Imago","March","May","checked","","",NA,"",1,350,51,9,7412,7412,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 241","Barndt et al. (1991): 255","Lindroth (1985/86): 241","Lindroth (1985/86): 241","Lindroth (1985/86): 241","GAC, Ed. (2009)","Lindroth (1985/86): 241","Lindroth (1985/86): 241","",NA
"454",7422,"Harpalinae","Pterostichini","","poecilus","Poecilus","sericeus","Fischer von Waldheim",1824,"Central Europe","widespread","AU,CZ,FR,GE,HU,MD,PL,SK,SZ,UK,KZ,SP","winged",15,10,"25 - 50 %","Predator","","","","","","Imago","","","","","",NA,"",1,350,51,9,7422,7422,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 221","Freude et al. (2006): 221","Freude et al. (2006): 221","Lindroth (1985/86)","","","Lindroth (1985/86)","","",NA
"455",7442,"Harpalinae","Pterostichini","","poecilus","Poecilus","versicolor","Sturm",1824,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,IT,LA,LS,LT,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,KZ,WS","winged",12,8,"25 - 50 %","Predator","checked","","checked","","1,2,4,6,7,9","Imago","April","September","checked","","checked",NA,"",1,350,51,9,7442,7442,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 220","Lindroth (1985/86): 243","Lindroth (1985/86): 243","Lindroth (1985/86): 243","Mundy et al. (2000)","GAC, Ed. (2009)","Lindroth (1985/86): 243","Lindroth (1985/86): 243","",NA
"456",7444,"Harpalinae","Pterostichini","","poecilus","Poecilus","zaballosi","Jeanne & Ruiz-Tapiador",1996,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR","winged",17,15,"","","","","","","","","","","","","",NA,"",1,350,51,9,7444,7444,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","","","","","","","","","",NA
"459",7490,"Harpalinae","Zuphiini","Zuphiina","polistichus","","connexus","Geoffroy",1785,"Central Europe","widespread","AR,AU,AZ,BU,CR,CZ,FR,GB,GE,GG,HU,IT,PL,PT,RO,SK,SP,ST,SZ,YU,AG,MO,TU,ES,KI,KZ,TK,UK,WS","winged",9,7,"25 - 50 %","","","","","","7,9","","","","","","",NA,"Turin (2000): 305, Chatenet (2005): 359, halobiontic, Salzuferlaufk?fer",1,350,51,9,7490,7490,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 478","Jeannel (1942a): 1093","Freude et al. (2006): 478","","","GAC, Ed. (2009)","","","",NA
"460",7735,"Harpalinae","Pterostichini","","pterostichus","Eosteropus","aethiops","Panzer",1796,"Central Europe","widespread","AU,BE,BH,BY,CT,CZ,EN,FI,FR,GE,GB,HU,IT,LA,LT,PL,SK,SL,SZ,UK,YU","shortwinged",15,11,"10 - 25 %","Predator","","","","","6","","","","","","",NA,"",1,350,51,9,7735,7735,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 226","Lindroth (1945): 601","Freude et al. (2006): 226","Lindroth (1945): 601","","GAC, Ed. (2009)","","","",NA
"461",7760,"Harpalinae","Pterostichini","","pterostichus","Pseudomaseus","anthracinus","Illiger",1798,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FR,GB,GE,GR,HU,IR,LA,LT,MC,MD,NL,NT,PL,RO,SK,SL,ST,SV,SZ,UK,YU,IN,KI,KZ,WS,TR","dimorphic",12,9,"10 - 25 %","Predator","","","","","1,3,4,5,9","Imago","","","checked","","",NA,"",1,350,51,9,7760,7760,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 244","Lindroth (1985/86): 252","Freude et al. (2006): 244","Lindroth (1985/86): 252","","GAC, Ed. (2009)","Lindroth (1985/86): 252","","",NA
"462",7782,"Harpalinae","Pterostichini","","pterostichus","Melanius","aterrimus","Herbst",1784,"Central Europe","widespread","AL,AU,AZ,BE,BH,BU,CR,CZ,DE,EN,FI,FR,GB,GE,HU,IR,LA,LT,MD,NL,NR,PL,SK,SL,SP,SV,SZ,YU,MR,WS","winged",15,12,"10 - 25 %","Predator","","","","","1,4,5","Imago","May","September","checked","","",NA,"Jeannel (1942a): 760",1,350,51,9,7782,7782,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 238","Barndt et al. (1991): 255","Freude et al. (2006): 238","Lindroth (1985/86): 246","","GAC, Ed. (2009)","Lindroth (1985/86): 246","","",NA
"463",7830,"Harpalinae","Pterostichini","","pterostichus","Cheporus","burmeisteri","Heer",1838,"Central Europe","widespread","AU,BH,BU,CR,CZ,DE,FR,GE,HU,IT,LS,MC,PL,RO,SK,SL,SZ,UK,YU","shortwinged",15,12,"10 - 25 %","Predator","","","","","2,5,6,9","","","","","","",NA,"",1,350,51,9,7830,7830,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 256","Lindroth (1985/86): 256","Lindroth (1985/86): 256","Lindroth (1985/86): 256","","GAC, Ed. (2009)","Lindroth (1985/86): 256","","",NA
"464",7892,"Harpalinae","Pterostichus","","pterostichus","Pterostichus","cristatus","L. Dufour",1820,"Central Europe","widespread","BE,FR,GB,GE,NL,SP,SZ,AU","shortwinged",18,12,"10 - 25 %","Predator","","","","","3,6","","","","","","",NA,"",1,350,51,9,7892,7892,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 816","Turin (2000): 337","Jeannel (1942a): 816","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"465",7896,"Harpalinae","Pterostichini","","pterostichus","Argutor","cursor","Dejean",1828,"Central Europe","widespread","AB,AL,AU,BH,BU,CR,CZ,FR,GE,GR,HU,IT,MC,MD,SK,SL,SP,ST,YU,AF,IQ,TR,WS","dimorphic",8,7,"10 - 25 %","Predator","","","","","","","","","","","",NA,"",1,350,51,9,7896,7896,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 223","Chatenet (2005): 378","Freude et al. (2006): 223","Lindroth (1985/86)","","","","","",NA
"466",7919,"Harpalinae","Pterostichini","","pterostichus","Phonias","diligens","Sturm",1824,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FA,FI,FR,GB,GE,GG,HU,IC,IR,IT,LA,LS,LT,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,ES,JA,TR,WS","dimorphic",6,4,"10 - 25 %","Predator","","","checked","","1,2,4,5,9","Imago","March","September","checked","","",NA,"",1,350,51,9,7919,7919,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 233","Lindroth (1985/86): 254","Freude et al. (2006): 233","Lindroth (1985/86): 254","Lindroth (1985/86): 254","GAC, Ed. (2009)","Lindroth (1985/86): 254","","",NA
"467",7953,"Harpalinae","Pterostichini","","pterostichus","Pterostichus","fasciatopunctatus","Creutzer",1799,"Central Europe","widespread","AU,BH,CR,GE,HU,IT,LS,SL,SZ","shortwinged",15,13,"10 - 25 %","Predator","","","","","2,3,4,5,6","","","","","","",NA,"",1,350,51,9,7953,7953,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 395","Chatenet (2005): 395","Lindroth (1985/86)","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"468",7996,"Harpalinae","Pterostichini","","pterostichus","Pseudomaseus","gracilis","Dejean",1828,"Central Europe","widespread","AB,AL,AU,BE,BR,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,HU,IR,KZ,LA,LT,MD,NL,NT,PL,SK,SL,SP,ST,SV,SZ,UK,YU,KZ,WS,IT","winged",10,8,"10 - 25 %","Predator","","","","","1,4,5","Imago","","","checked","","checked",NA,"",1,350,51,9,7996,7996,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 244","Lindroth (1985/86): 252","Freude et al. (2006): 244","Lindroth (1985/86): 252","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"469",8003,"Harpalinae","Pterostichini","","pterostichus","Pterostichus","hagenbachii","Sturm",1824,"Central Europe","restricted","FR,GE,SZ","shortwinged",17,13,"10 - 25 %","Predator","","","","","6","","","","","","",NA,"",1,350,51,9,8003,8003,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 819","Jeannel (1942a): 819","Jeannel (1942a): 819","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"470",8069,"Harpalinae","Pterostichus","","pterostichus","Oreolyperus","jurinei","Panzer",1803,"Central Europe","widespread","AU,GE,IT,LS,MD,PL,RO,SL,SZ,UK","shortwinged",13,10,"10 - 25 %","Predator","","","","","2,6,9","","","","","","",NA,"",1,350,51,9,8069,8069,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 242","Freude et al. (2006): 242","Freude et al. (2006): 242","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"471",8097,"Harpalinae","Pterostichini","","pterostichus","Petrophilus","kokeilii","L. Miller",1850,"Central Europe","restricted","AU,GE,IT,NT","shortwinged",12,10,"10 - 25 %","Predator","","","","","2","","","","","","",NA,"",1,350,51,9,8097,8097,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 231","Freude et al. (2006): 231","Freude et al. (2006): 231","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"472",8153,"Harpalinae","Pterostichini","","pterostichus","Adelosia","macer","Marsham",1802,"Central Europe","widespread","AU,BE,BH,BU,CR,CT,CZ,DE,EN,FR,GB,GE,GG,GR,HU,IR,IT,LA,LT,MC,MD,NL,PL,RO,SK,SL,ST,SZ,UK,YU,ES,KZ,TR,WS,XIN","winged",15,11,"10 - 25 %","Predator","","","","","1,4,7,8,9","Imago","","","checked","","",NA,"",1,350,51,9,8153,8153,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 244","Turin (2000): 319","Lindroth (1985/86): 244","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"473",8160,"Harpalinae","Pterostichini","","pterostichus","Steropus","madidus","Fabricius",1775,"Central Europe","widespread","AU,BE,CZ,DE,EN,FI,FR,GB,GE,IR,IT,NL,PL,SP,SZ","dimorphic",20,13,"10 - 25 %","Predator","","","","","6,7,9","","","","","","",NA,"",1,350,51,9,8160,8160,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 386","Turin et al. (2003): 320","Chatenet (2005): 386","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"474",8180,"Harpalinae","Pterostichini","","pterostichus","Morphnosoma","melanarius","Illiger",1798,"Central Europe","widespread","AL,AU,BE,BH,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IR,IT,LA,LS,LT,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,KZ,WS,TR","dimorphic",18,12,"10 - 25 %","Predator","checked","checked","","","1,2,7,9","","","","","","",NA,"incertae sedis, Schatzmayr (1942): 108",1,350,51,9,8180,8180,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 250","Lindroth (1985/86): 250","Lindroth (1985/86): 250","Lindroth (1985/86): 250","McKemey et al. (2001)","GAC, Ed. (2009)","","","",NA
"475",8183,"Harpalinae","Pterostichini","","pterostichus","Feronidius","melas","Creutzer",1799,"Central Europe","widespread","AU,BH,CR,CZ,DE,EN,FR,GE,GR,HU,MD,PL,SK,SL,SZ,UK,YU,IT","shortwinged",18,14,"10 - 25 %","Predator","","","","","7,8,9","","","","","","",NA,"",1,350,51,9,8183,8183,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Jeannel (1942a): 808","Jeannel (1942a): 808","Jeannel (1942a): 808","Jeannel (1942a): 808","","GAC, Ed. (2009)","","","",NA
"476",8198,"Harpalinae","Pterostichini","","pterostichus","Pseudomaseus","minor","Gyllenhal",1827,"Central Europe","widespread","AL,AU,BE,BR,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GG,TR,GR,HU,IR,LA,LS,LT,MC,MD,NL,NR,NT,PL,SK,SL,ST,SV,SZ,UK,YU,ES,WS,TR","dimorphic",8,6,"10 - 25 %","Predator","","","","","1,4,5","Imago","","","checked","","",NA,"Jeannel (1942a): 808",1,350,51,9,8198,8198,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 240","Lindroth (1985/86): 253,","Freude et al. (2006): 240","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"477",8221,"Harpalinae","Pterostichini","","pterostichus","Oreolyperus","multipunctatus","Dejean",1828,"Central Europe","widespread","AU,FR,GE,IT,LS,SZ","shortwinged",15,12,"10 - 25 %","Predator","","","","","2,6,9","","","","","","",NA,"",1,350,51,9,8221,8221,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 237","Jeannel (1942a): 831","Freude et al. (2006): 237","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"478",8231,"Harpalinae","Pterostichini","","pterostichus","Cryobius","negligens","Sturm",1824,"Central Europe","widespread","CZ,GE,PL,UK,WS,SK","shortwinged",9,7,"10 - 25 %","Predator","","","","","2,6","","","","","","",NA,"",1,350,51,9,8231,8231,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 232","Freude et al. (2006): 232","Freude et al. (2006): 232","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"479",8236,"Harpalinae","Pterostichini","","pterostichus","Platysma","niger","Schaller",1783,"Central Europe","widespread","AB,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IR,IT,LA,LS,LT,MC,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,IN,KI,KZ,TD,TR,UZ,WS,AR,GG,ES,FE,MG","dimorphic",22,15,"10 - 25 %","Predator","","","","","1,4,5,6,9","","","","","","",NA,"",1,350,51,9,8236,8236,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Chatenet (2005): 384","Barndt et al. (1991): 255","Chatenet (2005): 384","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"480",8239,"Harpalinae","Pterostichini","","pterostichus","Pseudomaseus","nigrita","Paykull",1790,"Central Europe","widespread","AU,BE,BR,BU,BY,CR,CT,CZ,DE,EN,FA,FI,FR,GB,GE,GR,HU,IC,IR,IT,LA,LS,LT,MD,NL,NR,NT,PL,PT,RO,SK,SL,SP,ST,SV,SZ,UK,YU,AG,MO,TU,CR,ES,FE,JA,KZ,MG,SY,TR,UZ,WS","dimorphic",12,8,"10 - 25 %","Predator","","","","","1,3,4,5,6,9","Imago","","","checked","","",NA,"",1,350,51,9,8239,8239,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al (2006).: 243","Turin (2000): 333","Freude et al (2006).: 243","Lindroth (1985/86)","","GAC, Ed. (2009)","Lindroth (1985/86)","","",NA
"481",8248,"Harpalinae","Pterostichini","","pterostichus","Bothriopterus","oblongopunctatus","Fabricius",1787,"Central Europe","widespread","AL,AU,BE,BH,BU,BY,CR,CT,CZ,DE,EN,FL,FR,GB,GE,HU,IR,IT,LA,LS,LT,MD,NL,PL,RO,SK,SL,SP,SV,SZ,UK,ES,WS,JA,ST,IN,MC,YU","dimorphic",12,9,"10 - 25 %","Predator","","","","","2,5,6","","","","checked","","",NA,"Chatenet (2005): 378",1,350,51,9,8248,8248,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Lindroth (1985/86): 247","Barndt et al. (1991): 255, Jeannel (1942a): 762","Lindroth (1985/86): 247","Lindroth (1985/86): 247","","GAC, Ed. (2009)","","","",NA
"482",8271,"Harpalinae","Pterostichini","","pterostichus","Phonias","ovoideus","Sturm",1824,"Central Europe","widespread","AU,BE,BR,BU,BY,CT,CZ,EN,FR,GE,HU,IT,LA,MD,NL,NT,PL,RO,SK,SL,ST,SZ,UK,YU,TR","dimorphic",8,6,"10 - 25 %","Predator","","","","","4,5,6,7,9","","","","","","",NA,"",1,350,51,9,8271,8271,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 239","Jeannel (1942a): 761","Freude et al. (2006): 239","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"483",8275,"Harpalinae","Pterostichini","","pterostichus","Platypterus","panzeri","Panzer",1803,"Central Europe","restricted","AU,FR,GE,LS,SZ","shortwinged",16,12,"10 - 25 %","Predator","","","","","2,6","","","","","","",NA,"",1,350,51,9,8275,8275,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 231","Jeannel (1942a): 815","Freude et al. (2006): 231","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"484",8330,"Harpalinae","Pterostichini","","pterostichus","Cryobius","pumilio","Dejean",1828,"Central Europe","","AU,CZ,FR,GE,LS,PL,RO,SK,SP,SZ,UK","shortwinged",6,4,"","","","","","","2,6,9","","","","","","",NA,"Schatzmayr (1942): 75",1,350,51,9,8330,8330,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 234","Jeannel (1942a): 793","Freude et al. (2006): 234","Jeannel (1942a): 793","","GAC, Ed. (2009)","","","",NA
"485",8333,"Harpalinae","Pterostichini","","pterostichus","Bothriopterus","quadrifoveolatus","Letzner",1852,"Central Europe","widespread","AU,BE,BH,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,IT,LA,MD,NL,NR,NT,PL,SK,SL,SP,SV,SZ,UK,YU,WS","winged",11,8,"10 - 25 %","Predator","","","","","4,6,7,8","","","","","","",NA,"",1,350,51,9,8333,8333,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 242","Barndt et al. (1991): 255","Freude et al. (2006): 242","Lindroth (1985/86): 247","","GAC, Ed. (2009)","","","",NA
"486",8382,"Harpalinae","Pterostichini","","pterostichus","Calopterus","selmanni","Duftschmid",1812,"Central Europe","widespread","AU,FR,CZ,GE","shortwinged",18,14,"10 - 25 %","Predator","","","","","6","","","","","","",NA,"",1,350,51,9,8382,8382,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 236","Jeannel (1942a): 836","Freude et al. (2006): 236","Lindroth (1985/86)","","GAC, Ed. (2009)","","","",NA
"487",8423,"Harpalinae","Pterostichini","","pterostichus","Phonias","strenuus","Panzer",1796,"Central Europe","widespread","AL,AU,BE,BR,BU,BY,CT,CZ,DE,EN,FI,FR,GB,GE,GR,HU,IR,IT,LA,LS,LT,MD,NL,NR,NT,PL,RO,SK,SL,SP,ST,SV,SZ,UK,YU,ES,FE,KZ,TR,UZ,WS","dimorphic",7,5,"10 - 25 %","Predator","checked","","checked","","1,4,5,6,9","","","","","","",NA,"Freude et al. (2006): 242",1,350,51,9,8423,8423,"Löbl & Smetana (2003)","Löbl & Smetana (2003)","Freude et al. (2006): 232, Barndt et al. (1991): 255","Barndt et al. (1991): 255","Freude et al. (2006): 232","Lindroth (1985/86)","Hengeveld (1980)","GAC, Ed. (2009)","","","",NA
