"genus","species","newcarabids_trophiclevel_carabids_feeding","newmartin2019_agricultural_specialist_martin2019_feeding","newmartin2019_diet_breadth_martin2019_feeding","newmartin2019_diet_life_history_martin2019_feeding","newmartin2019_functional_group_martin2019_feeding","newsesync_finalfeeding_sesync_feeding","newsesync_trophic.level_sesync_feeding","newtamburini_host.plants.of.economic.concern_tamburini_feeding","newglobalants_diet_globalants_feeding","newarthropodtraits_feeding_guild_arthropodtraits_feeding","newarthropodtraits_feeding_guild_short_arthropodtraits_feeding","newarthropodtraits_feeding_mode_arthropodtraits_feeding","newemerystickytrap_diet_emerysticky_feeding","newemerystickytrap_dietbreadth_emerysticky_feeding","newemerystickytrap_trophiclevel_emerysticky_feeding","newarthropodtraits_feeding_specialization_arthropodtraits_feeding","newarthropodtraits_feeding_tissue_arthropodtraits_feeding","newcarabids_collembolehunter_carabids_feeding","newcarabids_visualhunter_carabids_feeding","newarthropodtraits_feeding_plant_part_arthropodtraits_feeding","newarthropodtraits_endophagous_lifestyle_arthropodtraits_feeding","newcarabids_isopodhunter_carabids_feeding","newcarabids_snailhunter_carabids_feeding","newemerypitfalltrap_dietbreadth_emerypit_feeding","newemerypitfalltrap_feedingtype_emerypit_feeding","newemerypitfalltrap_trophiclevel_emerypit_feeding","newemerypitfalltrap_huntingstrategy_emerypit_feeding"
"solenopsis","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.6",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.7",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.8",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp.9",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp._1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp._2",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp._9",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","sp1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Generalist",NA,"Omnivore",NA
"solenopsis","substituta",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","subterranea",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","tennesseensis",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","terricola",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","tridens",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"solenopsis","yellow",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","batava",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","interrupta",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","rueppellii",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","scripta",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","taeniata",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphaerophoria","virgata",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphecidae","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spondylis","buprestoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"staphylinidae","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"steatoda","albomaculata",NA,"no","specialist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stemonyphantes","lineatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenocorus","meridianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenolophus","mixtus","Omnivore","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenolophus","skrimshiranus","Omnivore","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenolophus","teutonus","Omnivore","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenostola","dubia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenotus","binotatus",NA,"no","generalist","same_diet","non-pest herbivore",NA,NA,NA,NA,"h","h","s",NA,NA,NA,"o","r-m-p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenotus","rubrovittatus",NA,NA,NA,NA,NA,"General","herbivore","Cereals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenurella","melanura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenurella","nigra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","brunnipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","canaliculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","cicindeloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","circularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","clavicornis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","flavipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","fulvicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","geniculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","impressus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","pallipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stenus","similis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stethorus","sp8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aphids","Specialist","Predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stictoleptura","maculicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stictoleptura","rubra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stictoleptura","scutellata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stigmus","pendulus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stigmus","solskyi",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"stomis","pumicatus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strangalia","attenuata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","151",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","35",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","7",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","79",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","brevicornis",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","cf. racabura",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","cordovensis",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","eggersi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","elongata",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","emmae",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","godeffroyi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","horvathi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","inusitata",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","lanuginosa",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","louisianae",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","marginiventris",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","mek1",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","mek2",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","saliens",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","schmalzi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp. 09",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp. 2 cf. szalayi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.09",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.4",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","sp.6",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","subedentata",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","treptodens",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","xenochelyna",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"strumigenys","zeteki",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist predator 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symmorphus","",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symmorphus","bifasciatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symmorphus","crassicornis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symmorphus","debilitatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symmorphus","fuscipes",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"symmorphus","gracilis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syntomus","foveatus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syntomus","obscuroguttatus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syntomus","pallipes","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syntomus","truncatellus","Predator","no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"synuchus","vivalis",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syrphidae","",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syrphus","",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syrphus","ribesii",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syrphus","torvus",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"syrphus","vitripennis",NA,"yes","specialist","different_diet","larval predator adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachinidae","",NA,"no","generalist","different_diet","larval parasitoid adult pollinator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachinus","fimetarius",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c-d","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachinus","laticollis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c-d-h","o","c",NA,NA,NA,"p",NA,NA,NA,"l",NA,NA,NA,NA,NA,NA,NA
"tachinus","marginellus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c-d-h","o","c",NA,NA,NA,"p",NA,NA,NA,"l",NA,NA,NA,NA,NA,NA,NA
"tachinus","signatus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c-d","o","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","abdominalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","atriceps",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","chrysomelinus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","dispar",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","hypnorum",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","nitidulus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","obtusus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","scitulus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tachyporus","solutus",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,"c","c","c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tallusia","experta",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinocyba","insecta",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinocyba","praecox",NA,"no","generalist","same_diet","predator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","189",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","62",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","B",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","cf. indicum",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","erraticum",NA,NA,NA,NA,NA,NA,NA,NA,"Sugar feeder + generalist 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","madeirense",NA,NA,NA,NA,NA,NA,NA,NA,"Generalist 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","melanocephalum",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","sessile",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","sp. 3 aff. williamsi",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","sp.4minutumgroup",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","sp._1_minutum_gp",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"tapinoma","sp._2_minutum_gp",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"technomyrmex","121",NA,NA,NA,NA,NA,NA,NA,NA,"Not in paper",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
