"genus","species","newcarabids_habitatpreference_carabids_habitat","newmartin2019_overwintering_habitat_martin2019_habitat","newmartin2019_stratum_martin2019_habitat","newsesync_crops_sesync_habitat","newsesync_finalhabitat_sesync_habitat","newsesync_overwinter.location_sesync_habitat","newtamburini_habitat.breadth_tamburini_habitat","newtamburini_host.breadth..n..host.families._tamburini_habitat","newjeppsson_larval.host.plants..nr.._jeppsson_habitat","newjeppsson_overwintering.stage..adult.larvae._jeppsson_habitat","newjeppsson_substrate.utilization.breadth..nr.._jeppsson_habitat","newarthropodtraits_stratum_use_arthropodtraits_habitat","newarthropodtraits_stratum_use_short_arthropodtraits_habitat","newemerystickytrap_habitat_emerysticky_habitat","newemerypitfalltrap_habitat_emerypit_habitat"
"pheidole","sp.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.7.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.7.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp._13_ampla_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp._14_ampla_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp._1_mjobergi_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp._2_longiceps_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp._3_variabilis_gp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp._8_Group_F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","sp.prox. Tetrica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","striaticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","thrasys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","triconstricta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","tumida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","ulothrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","un01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","vafra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","variabilis gp. sp. SS 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","variabilis gp. sp. SS 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pheidole","zeteki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philodromus","albidus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"philodromus","aureolus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"philodromus","cespitum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"philodromus","collinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"philodromus","praedatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"philodromus","rufus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","albipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philonthus","carbonarius",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philonthus","cognatus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philonthus","concinnus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","corruscus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","debilis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philonthus","laminatus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philonthus","pseudovarians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philonthus","sanguinolentus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philonthus","varians",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"philorhizus","melanocephalus","4579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","notatus","2679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","quadrisignatus","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"philorhizus","sigma","459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phrurolithus","festivus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phrurolithus","minimus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phymatodes","alni",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","1",NA,NA,NA,NA
"phymatodes","pusillus",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"phymatodes","testaceus",NA,NA,NA,NA,NA,NA,NA,NA,"6","L","2",NA,NA,NA,NA
"phytocoris","intricatus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phytocoris","pini",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phytocoris","tiliae",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phytocoris","ulmi",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"phytocoris","varipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"phytoecia","cylindrica",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"phytoecia","nigricornis",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"pieris","brassicae",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pieris","napi",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pieris","rapae",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"piezodorus","lituratus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h-t","u",NA,NA
"pirata","piraticus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pisaura","mirabilis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"plagiognathus","arbustorum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"plagiognathus","chrysanthemi",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"plagiognathus","fulvipennis",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"plagionotus","arcuatus",NA,NA,NA,NA,NA,NA,NA,NA,"4","L","1",NA,NA,NA,NA
"plagionotus","detritus",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"plataraea","brunnea",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","assimilis","1456","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","krynickii","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","livens","45","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","longiventris","45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platynus","scrobiculatus","356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"platystethus","arenarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"platystethus","cornutus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"platythyrea","147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"plutella","xylostella",NA,NA,NA,NA,NA,NA,"Crop specialist","6",NA,NA,NA,NA,NA,NA,NA
"pocadicnemis","juncea",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pocadicnemis","pumila",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poecilus","cupreus","13479","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"poecilus","kugelanni","79","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poecilus","lepidus","1279","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"poecilus","punctulatus","79","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poecilus","sericeus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poecilus","versicolor","124679","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"poecilus","zaballosi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pogonocherus","caroli",NA,NA,NA,NA,NA,NA,NA,NA,"2","A","1",NA,NA,NA,NA
"pogonocherus","decoratus",NA,NA,NA,NA,NA,NA,NA,NA,"2","A","1",NA,NA,NA,NA
"pogonocherus","fasciculatus",NA,NA,NA,NA,NA,NA,NA,NA,"2","A","1",NA,NA,NA,NA
"pogonocherus","hispidulus",NA,NA,NA,NA,NA,NA,NA,NA,"4","A","1",NA,NA,NA,NA
"pogonocherus","hispidus",NA,NA,NA,NA,NA,NA,NA,NA,"9","A","1",NA,NA,NA,NA
"polistichus","connexus","79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pompilidae","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","convexum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","errans",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"porrhomma","microphthalmum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"s-g","u",NA,NA
"porrhomma","oblitum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"s-g-h-t","u",NA,NA
"porrhomma","pygmaeum",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"s-g-h","u",NA,NA
"prays","oleae",NA,NA,NA,"olea europaea","crop","host_plant","Crop specialist","1",NA,NA,NA,NA,NA,NA,NA
"prionus","coriarius",NA,NA,NA,NA,NA,NA,NA,NA,"6","L","3",NA,NA,NA,NA
"proceratium","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"proceratium","brasiliense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"propylea","quatuordecimpunctata",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"psenulus","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","concolor",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","fuscipennis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psenulus","pallipes",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","curacaensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","pallidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","tenuis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","termitarius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pseudomyrmex","urbanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"psyllobora","bicongregata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"pterostichus","aethiops","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","anthracinus","13459","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","aterrimus","145","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","burmeisteri","2569","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","cristatus","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","cursor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","diligens","12459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","fasciatopunctatus","23456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","gracilis","145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","hagenbachii","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","jurinei","269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","kokeilii","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","macer","14789","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","madidus","679","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","melanarius","1279","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","melas","789",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","minor","145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","multipunctatus","269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","negligens","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","niger","14569","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","nigrita","134569","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","oblongopunctatus","256","natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","ovoideus","45679","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","panzeri","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","pumilio","269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","quadrifoveolatus","4678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","selmanni","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","strenuus","14569","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","subsinuatus","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","taksonyis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","transversalis","4568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","unctulatus","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pterostichus","vernalis","1249","natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"pyramica","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","appretiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","comis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","crassicornis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","denticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","eggersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","lygathrix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","mitis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","rugithorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","sp.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","splendens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","themis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyramica","un01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pyrrhidium","sanguineum",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"quedius","cinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"quedius","nitipennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"quedius","ochripennis",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quedius","paradisianus",NA,"natural margin crop","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quedius","vexans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"rhagium","inquisitor",NA,NA,NA,NA,NA,NA,NA,NA,"6","A","2",NA,NA,NA,NA
"rhagium","mordax",NA,NA,NA,NA,NA,NA,NA,NA,"13","A","1",NA,NA,NA,NA
"rhagium","sycophanta",NA,NA,NA,NA,NA,NA,NA,NA,"5","A","1",NA,NA,NA,NA
"rhagoletis","cerasi",NA,"natural margin crop","aerial",NA,NA,NA,"Crop specialist","2",NA,NA,NA,NA,NA,NA,NA
"rhagonycha","fulva",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"rhagonycha","limbata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"rhagonycha","lutea",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"rhagonycha","testacea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"rhopalosiphum","padi",NA,"natural margin","ground/veg","hordeum vulgare","non_crop","alternate_host","Habitat generalist","5",NA,NA,NA,NA,NA,NA,NA
"rhyzobius","litura",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"rhyzobius","lophanthae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"robertus","arundineti",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"robertus","kuehnae",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"robertus","lividus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"robertus","neglectus",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g-h","u",NA,NA
"rogeria","antcnp_sp2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","antcnp_sp3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","creightoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","foreli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","inermis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","sp.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rogeria","stigmatica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ropalopus","femoratus",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","2",NA,NA,NA,NA
"ropalopus","macropus",NA,NA,NA,NA,NA,NA,NA,NA,"3","L","2",NA,NA,NA,NA
"rosalia","alpina",NA,NA,NA,NA,NA,NA,NA,NA,"1","L",NA,NA,NA,NA,NA
"rutpela","maculata",NA,NA,NA,NA,NA,NA,NA,NA,"5","L","2",NA,NA,NA,NA
"saldula","opacula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"saldula","orthochila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"saldula","pallipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"saldula","saltatoria",NA,"natural margin","ground/veg",NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"saperda","carcharias",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"saperda","perforata",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","1",NA,NA,NA,NA
"saperda","populnea",NA,NA,NA,NA,NA,NA,NA,NA,"2","L","1",NA,NA,NA,NA
"saperda","scalaris",NA,NA,NA,NA,NA,NA,NA,NA,"13","L","1",NA,NA,NA,NA
"saperda","similis",NA,NA,NA,NA,NA,NA,NA,NA,"1","L","2",NA,NA,NA,NA
"sapyga","",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapyga","clavicornis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sapyga","quinquepunctata",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"scopaeus","laevigatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"g","g",NA,NA
"scymnus","auritus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"scymnus","citreus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canopy",NA
"scymnus","femoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
"scymnus","ferrugatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"t","t",NA,NA
"scymnus","frontalis",NA,"natural margin","aerial",NA,NA,NA,NA,NA,NA,NA,NA,"h","h",NA,NA
