scope,species,question,answer,unknown,known,question last word
DietBreadth - DietTaxa,notiophilus germinyi,What is the diet of notiophilus palustris?,unknown (24),1,0,diet
DietBreadth - DietTaxa,notiophilus quadripunctatus,What is the diet of notiophilus quadripunctatus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,notiophilus quadripunctatus,What is the diet of notiophilus rufipes?,"coleopterous adults and larvae (1), aphids springtails orchesella cincta (0)",0,1,diet
DietBreadth - DietTaxa,notiophilus rufipes,What is the diet of notoxus monoceros?,unknown (22),1,0,diet
DietBreadth - DietTaxa,ocypus nitens,What is the diet of ocypus nitens?,unknown (24),1,0,diet
DietBreadth - DietTaxa,ocypus nitens,What is the diet of odontomachus meinerti?,"carnivorous (3), nectar (3), insect honeydew (1), ripe fruit (1), predator (1), other arthropods (1), often termites (1), hemipterans (1), cockroaches (1), synthetic ant diet (1)",0,1,diet
DietBreadth - DietTaxa,oedothorax agrestis,What is the diet of oedothorax agrestis?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oedothorax apicatus,What is the diet of oedothorax apicatus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oedothorax fuscus,What is the diet of oedothorax fuscus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oedothorax gibbosus,What is the diet of oedothorax gibbosus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oedothorax retusus,What is the diet of oedothorax retusus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oedothorax retusus,What is the diet of oligota inflata?,"detritus (1), fungi (1), insect larvae (1), eggs (1)",0,1,diet
DietBreadth - DietTaxa,omalium rivulare,What is the diet of omalium rivulare?,unknown (25),1,0,diet
DietBreadth - DietTaxa,omalium rivulare,What is the diet of ontholestes murinus?,"dung (1), carrion (1), rotten fungi (1), decaying organics predator of fly predatory (0)",0,1,diet
DietBreadth - DietTaxa,oodes helopioides,What is the diet of oodes helopioides?,unknown (23),1,0,diet
DietBreadth - DietTaxa,ophiomyia simplex,What is the diet of ophiomyia simplex?,unknown (24),1,0,diet
DietBreadth - DietTaxa,ophiomyia simplex,What is the diet of ophonus ardosiacus?,invertebrates seed eating cannibalistic seeds (0),0,1,diet
DietBreadth - DietTaxa,ophonus azureus,What is the diet of ophonus azureus?,small pieces of meat (1),0,1,diet
DietBreadth - DietTaxa,ophonus diffinis,What is the diet of ophonus diffinis?,unknown (24),1,0,diet
DietBreadth - DietTaxa,ophonus diffinis,What is the diet of ophonus laticollis?,animal and plant food (1),0,1,diet
DietBreadth - DietTaxa,ophonus laticollis,What is the diet of ophonus puncticeps?,"seeds (1), carrion (1), fungi (1), plant matter (1), other insect larvae (1), small invertebrates (1), eggs of insects (1), aphids (1), mites (1), seed eating insects (0)",0,1,diet
DietBreadth - DietTaxa,ophonus puncticeps,What is the diet of ophonus rufibarbis?,animal and vegetable matter herbivore (0),0,1,diet
DietBreadth - DietTaxa,orius insidiosus,What is the diet of orius insidiosus?,"thrips (9), pollen (9), aphids (8), mites (7), small caterpillars (4), whiteflies (3), insect eggs (2), soybean aphids (2), two spotted spider mite (1), sitotroga cerealella (1), frankliniella occidentalis (1)",0,1,diet
DietBreadth - DietTaxa,orius majusculus,What is the diet of orius majusculus?,"thrips (3), mites (3), mites (3), moth eggs (2), insects (1), spider mites (1), insect eggs (1), leafhoppers (1), whiteflies (1), other pests arthropods eg (0), plants aphids (0), moth eggs aphids (0), thrips pollen tiny newlyhatched caterpillars (0)",0,1,diet
DietBreadth - DietTaxa,orius minutus,What is the diet of orius minutus?,"whiteflies (3), mites (3), aphids (2), small caterpillars (2), brine shrimp eggs (1), orius minutus feeds on thrips (1), pollen (1), takes plant food (1), ephestia cautella eggs (0), and plant juices predaceous (0)",0,1,diet
DietBreadth - DietTaxa,orius minutus,What is the diet of ostrinia nubilalis?,"corn (1), wheat germ (1), lignocelluloserich tissues of maize plants (1), maize zea mays (1), millet (1), 200 species of hosts (1)",0,1,diet
DietBreadth - DietTaxa,ostrinia nubilalis,What is the diet of oulema melanopus?,"barley (7), wheat (7), corn (6), oats (6), rye (6), sorghum (5), sudangrass (4), wild oats (4), quackgrass (4), timothy (4), canary grass (3), reed canary grass (3), annual and perennial ryegrass (3), foxtail (3), orchard grass (3), wild rye (3), smooth brome (3), fescues (3), cereal crops (1), various grass species (1)",0,1,diet
DietBreadth - DietTaxa,oxypoda brachyptera,What is the diet of oxypoda brachyptera?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oxypoda exoleta,What is the diet of oxypoda exoleta?,unknown (25),1,0,diet
DietBreadth - DietTaxa,oxypoda haemorrhoa,What is the diet of oxypoda haemorrhoa?,unknown (24),1,0,diet
DietBreadth - DietTaxa,oxypoda umbrata,What is the diet of oxypoda umbrata?,unknown (21),1,0,diet
DietBreadth - DietTaxa,oxypselaphus obscurus,What is the diet of oxypselaphus obscurus?,unknown (24),1,0,diet
DietBreadth - DietTaxa,ozyptila simplex,What is the diet of ozyptila simplex?,unknown (25),1,0,diet
DietBreadth - DietTaxa,ozyptila trux,What is the diet of ozyptila trux?,"bees (1), flies (1), moths (1)",0,1,diet
DietBreadth - DietTaxa,ozyptila trux,What is the diet of pachycondyla harpax?,"myriapods (2), omnivore (1), generalist predators (1), scavengers (1), termites (1), other insects (1), living insects like fruit flies (1), springtails (1), mealworms (1), honeywater (1), dead and living insects (1), plant seeds (1), carnivorous (1), hunts live or dead insects like flies (1), crickets (1), or small arthropods (1), honey (1), fruit flies (1), cricket legsheads (1)",0,1,diet
DietBreadth - DietTaxa,pachycondyla impressa,What is the diet of pachycondyla impressa?,unknown (24),1,0,diet
DietBreadth - DietTaxa,pachycondyla impressa,What is the diet of pachycondyla stigma?,"dead insects (1), sugary substances (1), food waste (1), seeds (1), animal prey (1), fruit (1), earthworms (1), coleopteran larvae (1), lepidopteran larvae (1), termites (1), ants (1)",0,1,diet
DietBreadth - DietTaxa,pachycondyla stigma,What is the diet of pachygnatha clercki?,"aquatic prey (1), terrestrial prey (1), small invertebrates (1), caterpillars (1), other insect larvae (1), flies (1), wasps (1), pupae (1), leafhoppers (1), primarily insects (1)",0,1,diet
DietBreadth - DietTaxa,pachygnatha degeeri,What is the diet of pachygnatha degeeri?,unknown (24),1,0,diet
DietBreadth - DietTaxa,pachygnatha listeri,What is the diet of pachygnatha listeri?,unknown (25),1,0,diet
DietBreadth - DietTaxa,panamomops sulcifrons,What is the diet of panamomops sulcifrons?,unknown (24),1,0,diet
DietBreadth - DietTaxa,panamomops sulcifrons,What is the diet of pardosa agrestis?,insects (1),0,1,diet
DietBreadth - DietTaxa,pardosa agrestis,What is the diet of pardosa agricola?,"cockroaches (1), ants (1), grasshoppers (1), beetles (1), and other smaller invertebrates (1)",0,1,diet
DietBreadth - DietTaxa,pardosa agricola,What is the diet of pardosa amentata?,"flies (1), spiders (1), crustaceans (1), other small arthropods (1), small arthropods (1), insect larvae (1), aphids (1), mites (1), other small insects fruit flies drosophila melanogaster insects (0), springtails small invertebrates (0)",0,1,diet
DietBreadth - DietTaxa,pardosa amentata,What is the diet of pardosa fulvipes?,"cockroaches (1), ants (1), grasshoppers (1), beetles (1), owady (1), inne pajczaki (1), and other smaller insects mszyce (0)",0,1,diet
DietBreadth - DietTaxa,pardosa fulvipes,What is the diet of pardosa hortensis?,unknown (24),1,0,diet
DietBreadth - DietTaxa,pardosa lugubris,What is the diet of pardosa lugubris?,unknown (25),1,0,diet
DietBreadth - DietTaxa,pardosa lugubris,What is the diet of pardosa paludicola?,"cockroaches (1), ants (1), grasshoppers (1), beetles (1), and other smaller insects (1)",0,1,diet
DietBreadth - DietTaxa,pardosa paludicola,What is the diet of pardosa palustris?,unknown (23),1,0,diet
DietBreadth - DietTaxa,pardosa palustris,What is the diet of pardosa prativaga?,lipidrich and proteinrich prey terrestrial prey (0),0,1,diet
DietBreadth - DietTaxa,pardosa pullata,What is the diet of pardosa pullata?,unknown (22),1,0,diet
DietBreadth - DietTaxa,pardosa saltans,What is the diet of pardosa saltans?,unknown (25),1,0,diet
DietBreadth - DietTaxa,parophonus maculicornis,What is the diet of parophonus maculicornis?,unknown (25),1,0,diet
DietBreadth - DietTaxa,parophonus maculicornis,What is the diet of passaloecus corniger?,aphids (1),0,1,diet
DietBreadth - DietTaxa,passaloecus corniger,What is the diet of passaloecus eremita?,"detritus (1), fungi (1), insect larvae (1), eggs (1)",0,1,diet
DietBreadth - DietTaxa,passaloecus insignis,What is the diet of passaloecus insignis?,unknown (24),1,0,diet
DietBreadth - DietTaxa,passaloecus insignis,What is the diet of patrobus atrorufus?,unknown (23),1,0,diet
DietBreadth - DietTaxa,pelecopsis parallela,What is the diet of pelecopsis parallela?,insect eggs (1),0,1,diet
DietBreadth - DietTaxa,pemphredon baltica,What is the diet of pemphredon baltica?,aphids (1),0,1,diet
DietBreadth - DietTaxa,pemphredon baltica,What is the diet of pemphredon inornata?,"aphididae (1), tanacetum vulgare nectar (1), herbivore (1), pollen (1), predator of aphids (1), adoxaceae (0), apiaceae (0), asteraceae (0), rosaceae (0)",0,1,diet
DietBreadth - DietTaxa,pemphredon lugubris,What is the diet of pemphredon lugubris?,"eristalis (1), aphids droneflies (0)",0,1,diet
DietBreadth - DietTaxa,pemphredon rugifera,What is the diet of pemphredon rugifera?,unknown (7),1,0,diet
DietBreadth - DietTaxa,pentatoma rufipes,What is the diet of pentatoma rufipes?,"hazel (6), oak (5), alder (5), caterpillars (4), other insects (2), flowers (2), fruit (1), sap (1), crops (1), leaves (1), seeds (1), nuts (1)",0,1,diet
DietBreadth - DietTaxa,phalangium opilio,What is the diet of phalangium opilio?,"mites (3), softbodied animals such as aphids (2), caterpillars (2), leafhoppers (2), beetle larvae (2), slugs (2), fungi (2), pest arthropods (1), dead insects (1), decaying material (1), earthworms (1), other harvestmen (1), spiders (1), smaller arthropods (1), smaller invertebrates (1), fruit (1), carrion (1), plants (1)",0,1,diet
DietBreadth - DietTaxa,phalangium opilio,What is the diet of philodromus rufus?,"diaea dorsata (1), xysticus lanio (1), philodromus rufus (1), araniella cucurbitina (1), species of the genus coelotes (1)",0,1,diet
DietBreadth - DietTaxa,philonthus cognatus,What is the diet of philonthus cognatus?,unknown (23),1,0,diet
DietBreadth - DietTaxa,philonthus cognatus,What is the diet of philonthus laminatus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,philonthus laminatus,What is the diet of phrurolithus festivus?,"caterpillars (1), spiders (1), small invertebrates (1), leafhoppers (1)",0,1,diet
DietBreadth - DietTaxa,pieris brassicae,What is the diet of pieris brassicae?,"broccoli (4), brussels sprouts (4), kale (3), cabbage (2), cauliflower (2), mustard plants (1), turnips (1), radishes (1), and other cruciferous plants (1), garden nasturtium (0)",0,1,diet
DietBreadth - DietTaxa,pieris brassicae,What is the diet of pirata piraticus?,"flies (1), arthropods bugs and insects shrimps (0)",0,1,diet
DietBreadth - DietTaxa,pirata piraticus,What is the diet of pisaura mirabilis?,"beetles (2), primarily arthropods (1), including flies (1), grasshoppers (1), feeds on flies and other small insects insects (0), including fresh prey and sometimes empty exoskeletons or plant parts small insects and other arthropods (0)",0,1,diet
DietBreadth - DietTaxa,plagiognathus arbustorum,What is the diet of plagiognathus arbustorum?,"plant feeder (1), predator of small insects (1), sucking the sap (1), several asteraceae juices (1), urtica dioica juices (1), vicia cracca juices (1), chenopodium album juices (1), sorbus aucuparia juices (1), larix juices (1), fragaria vesca (1), mentha suaveolens nectar (1), heracleum sphondylium nectar (1), pollen (1), spider mite (1), moth eggs (1), aphids (1), plantesaft (1), hawthorn (1), oaks (1), hazel (1), birches (1)",0,1,diet
DietBreadth - DietTaxa,plagiognathus arbustorum,What is the diet of plataraea brunnea?,unknown (22),1,0,diet
DietBreadth - DietTaxa,platynus assimilis,What is the diet of platynus assimilis?,unknown (25),1,0,diet
DietBreadth - DietTaxa,plutella xylostella,What is the diet of plutella xylostella?,"chinese cabbage (2), broccoli (2), brussels sprouts (2), cauliflower (2), kale (2), mustard (2), watercress (2), brassicas (1), brassica species (1), glucosinolates (1), collard greens (1), kohlrabi (1), radish (1), wintercress (1), turnips (1), cabbage brassica oleracea l (0)",0,1,diet
DietBreadth - DietTaxa,pocadicnemis juncea,What is the diet of pocadicnemis juncea?,unknown (25),1,0,diet
DietBreadth - DietTaxa,pocadicnemis juncea,What is the diet of poecilus cupreus?,"aphids (1), fly eggs and larvae (1), mothbutterfly eggs and larvae (1), slugs (1), weed seeds larvene og de voksne imago lever som rovdyr (0)",0,1,diet
DietBreadth - DietTaxa,poecilus cupreus,What is the diet of poecilus kugelanni?,"insects (2), small invertebrates (1), plant material (1), larvae slugs (0)",0,1,diet
DietBreadth - DietTaxa,poecilus kugelanni,What is the diet of poecilus lepidus?,"eggs and larvae of other small arthropods (1), worms (1), omnivorous arthropods (0), molluscs invertebrates and their larvae drobne bezkrwocze (0), pokarm rolinny carnivore (0)",0,1,diet
DietBreadth - DietTaxa,poecilus punctulatus,What is the diet of poecilus punctulatus?,unknown (25),1,0,diet
DietBreadth - DietTaxa,poecilus versicolor,What is the diet of poecilus versicolor?,"seeds (1), fungi (1), insects (1), spiders (1), carrion (1)",0,1,diet
DietBreadth - DietTaxa,porrhomma convexum,What is the diet of porrhomma convexum?,unknown (25),1,0,diet
DietBreadth - DietTaxa,porrhomma convexum,What is the diet of porrhomma microphthalmum?,insect eggs (1),0,1,diet
DietBreadth - DietTaxa,porrhomma microphthalmum,What is the diet of porrhomma oblitum?,insect eggs (1),0,1,diet
DietBreadth - DietTaxa,porrhomma oblitum,What is the diet of porrhomma pygmaeum?,insect eggs (1),0,1,diet
DietBreadth - DietTaxa,prays oleae,What is the diet of prays oleae?,"buds (2), flowers (2), stigmas (1), small olives (1), almond (1), olea olive leaves (0), fruit olive tree anthers (0)",0,1,diet
DietBreadth - DietTaxa,propylea quatuordecimpunctata,What is the diet of propylea quatuordecimpunctata?,"aphids (9), pollen (3), spider mite (1), caterpillar eggs (1), whitefly (1), softbodied insects (1), nectar (1), larvae and eggs of some beetles and lepidopterans (1)",0,1,diet
DietBreadth - DietTaxa,psenulus concolor,What is the diet of psenulus concolor?,unknown (24),1,0,diet
